name,address_line1,address_line2,city,state,zip,phone,Latitude,Longitude,web_address,recognition_status,patient_type,delivery_mode
Central MN Council on Aging,250 Riverside Ave. North,None,Sartell ,MN,56377,(320) 253-9349,45.62248899999999,-94.2055036,http://www.cmcoa.org,Full,Public ,In-Person
Fairview Health Services,559 Capitol Blvd,None,St Paul,MN,55103-2101,(651) 232-5444,44.9583313,-93.10298890000001,http://www.healtheast.org,Full,Other ,In-Person
U of MN Extension,490 Coffee Hall,1420 Eckles Ave.,St Paul,MN,55108-1030,(218) 236-2007,,,Unavailable,Pending,Public Other ,Distance Learning
University of Minnesota Extension,1420 Eckles Ave.,None,St. Paul,MN,55108,(612) 626-4396,44.9838769,-93.1851357,http://www1.extension.umn.edu/family/health-and-nutrition/,Full,Other ,In-Person
River's Edge Hospital & Clinic,1900 N. Sunrise Dr. ,None,St. Peter,MN,56082,(507) 934-7694,44.350973100000004,-93.9709382,http://www.riversedgehealth.org,Full,Public ,In-Person
Lakeview Health,927 Churchill St. W.,None,"Stillwater, Mn",MN,55082,(651) 430-8715,45.04752879999999,-92.8175569,Unavailable,Full,Public ,In-Person
"Sanford Health Thief River Falls, MN",3001 Sanford Pkwy.,None,Thief River Falls,MN,56701,(218) 681-4747,48.0907837,-96.19522009999999,Unavailable,Full,Public ,In-Person
Mesabi Family YMCA,8367 Unity Dr.,None,Virginia ,MN,55792,(218) 749-8020,47.5178549,-92.5666012,http://mesabiymca.org,Full,Public ,In-Person
Willmar Diabetes Center,1604 South First St.,None,Willmar ,MN,56201,(320) 231-6348,31.173455,-94.806049,Unavailable,Preliminary,Public ,In-Person
Avera Medical Group-Access Family Medical Clinic,1216 Ryans Rd.,None,Worthington ,MN,56187,(507) 372-6586,43.6338084,-95.5972612,Unavailable,Full,Public ,In-Person
Douglas County Health Department,603 Springfield Rd.,None,Ava ,MO,65608,(417) 683-4174,40.686099600000006,-74.29825509999998,Unavailable,Preliminary,Public Employees ,In-Person
Bariatric & Metabolic Institute LLC,97 N. Kingshighway,Suite 7,Cape Girardeau,MO,63701,(573) 264-2273,37.307641700000005,-89.55234279999998,Unavailable,Pending,Public ,In-Person
St. Luke's hospital,"St Luke's Outpatient Center, Building B","111 St. Luke's Center Dr., Suite 42B",Chesterfield ,MO,63017,(314) 205-6483,38.6558735,-90.5084401,Unavailable,Preliminary,Public Employees ,In-Person
University of Missouri Extension,Patient Centered Care Learning Center (PCCLC),"One Hospital Dr., DC018-00",Columbia ,MO,65212,(573) 882-5918,38.9398732,-92.32917640000001,Unavailable,Pending,Public Employees ,Combination
Hannibal Regional Hospital,6000 Hospital Dr.,None,Hannibal ,MO,63401,(573) 629-3382,39.710562,-91.45013,Unavailable,Preliminary,Employees ,In-Person
Hickory County Health Department,24885 State Hwy. 254,None,Hermitage ,MO,65668,(417) 745-2138,37.9187295,-93.3100444,Unavailable,Preliminary,Public Employees Members ,In-Person
Jones Drug Store,125 Ct. St.,None,Jackson ,MO,63755,(573) 243-3524,40.6900013,-73.99193559999998,Unavailable,Pending,Public Other ,In-Person
Children's Mercy Employee Wellness Center,2401 Grand Blvd.,Suite 100,Kansas City,MO,64108,(816) 412-2355,39.0832639,-94.5812558,Unavailable,Pending,Employees Other ,In-Person
YMCA of Greater Kansas City,"3100 Broadway, Suite 1020",None,Kansas City,MO,64111,(816) 360-3342,39.0705129,-94.5905777,http://www.kansascityymca.org/diabetes,Preliminary,Public ,In-Person
Northeast Missouri Health Council,1416 Crown Dr.,None,Kirksville ,MO,63501,(660) 627-4493  Ext: 28 ,40.2067307,-92.5732451,Unavailable,Full,Public ,In-Person
St. Louis Hills Pharmacy,4365 Chippewa St.,Suite 100,Saint Louis,MO,63116,(314) 832-2480,38.591089600000004,-90.2659288,Unavailable,Pending,Public ,In-Person
Magers Health and Wellness Center,901 S National Ave.,None,Springfield ,MO,65897,(417) 836-4064,37.198180799999996,-93.27859690000001,http://www.health.missouristate.edu/,Preliminary,Employees ,In-Person
Gateway Region Young Men's Christian Association,326 South 21st Street,4th Floor,St. Louis,MO,63103,(314) 436-1177,39.947612,-75.17663139999998,https://gwrymca.org/program/ymcas-diabetes-prevention-program,Preliminary,Public ,In-Person
The Community Wellness Project,"906 Olive St.,  Suite 904",None,St. Louis,MO,63101,(314) 421-9600,38.628761700000005,-90.1939503,Unavailable,Pending,Public Employees ,In-Person
Marianas Health Services,"Marianas Health Building, Ghiyeghi St.",None,Susupe ,MP,96950,(670) 233-4646,15.1680367,145.7106571,Unavailable,Pending,Public ,In-Person
Southern Health Systems LLC,5450 Trick Talbert Rd.,None,Bailey ,MS,39320,(601) 527-7646,32.5067332,-88.73381839999998,Unavailable,Pending,Public ,In-Person
National Diabetes and Obesity Research Institute,19289 Saint Joseph St.,Suite C,Biloxi ,MS,39532,(228) 831-8764,30.565628000000004,-89.0413032,Unavailable,Pending,Public ,Combination
National Diabetes and Obesity Research Institute,19289 Saint Joseph St.,Suite C,Biloxi ,MS,39532,(228) 831-8764,30.565628000000004,-89.0413032,Unavailable,Pending,Public ,In-Person
"Family Health Care Clinic, Inc.",1551 West Government Street,None,Brandon,MS,39042,(601) 825-7280  Ext: 5005 ,32.2829761,-90.02226379999999,Unavailable,Pending,Public Other ,In-Person
Kings Daughters Medical Center,427 Hwy. 51 North,None,Brookhaven ,MS,39601,(601) 835-9118,31.589201300000003,-90.4580392,Unavailable,Pending,Public ,In-Person
G.A. Carmichael Family Health Clinic,1668 W. Peace St.,None,Canton ,MS,39046,(601) 859-0263,32.6117045,-90.0528202,Unavailable,Pending,Public ,In-Person
Merit Health Madison,161 Riveroaks Drive,None,Canton,MS,39157,(601) 855-4810,32.581323499999996,-90.0830743,http://MadisonRiverOaks.com,Full,Public ,In-Person
Aaron E. Henry Community Health Services Center,800 Ohio Ave.,None,Clarksdale ,MS,38614,(662) 624-4292  Ext: 1101 ,34.194592,-90.54901290000001,Unavailable,Pending,Public Employees Members Other ,In-Person
The Metropolitan YMCA's of MS,690 Liberty Rd.,None,Flowood ,MS,39232-9061,(601) 664-1955,32.3424298,-90.0856279,Unavailable,Pending,Public ,In-Person
Delta Alliance for Congregational Health (DACH),422 East Gloster St.,None,Greenville ,MS,38701,(662) 325-8325  Ext: 6623478325 ,33.410396999999996,-91.0448065,Unavailable,Pending,Public ,In-Person
Hattiesburg Clinic PA,5909 Hwy. 49 South,Suite 30,Hattiesburg ,MS,39402,(601) 296-2781,31.309925500000002,-89.3202491,Unavailable,Full,Public ,In-Person
Abundant Living Living Community Org,746 woodlake Dr.,None,Jackson ,MS,39206,(601) 720-4329,32.388750099999996,-90.1764418,Unavailable,Pending,Public Other ,In-Person
"Central Mississippi Health Services, Inc.",1134 WINTER St.,None,Jackson ,MS,39204,(601) 948-5572,32.2911406,-90.20516140000001,Unavailable,Pending,Public Employees Members ,In-Person
H.E.A.L. Mississippi,2550 Robinson Rd.,Suite C,Jackson ,MS,39209,(601) 329-5751,35.8266362,-84.0164865,Unavailable,Pending,Public ,In-Person
Magnolia Medical Foundation,1230 Raymond Rd.,None,Jackson ,MS,39204,(601) 613-3737,32.287310999999995,-90.2416178,Unavailable,Full,Public ,In-Person
Mississippi State Department of Health - Delta Health Collaborative,570 East Woodrow Wilson Dr.,None,Jackson ,MS,39216,(601) 206-1576,32.327988899999994,-90.1767163,Unavailable,Preliminary,Public ,In-Person
University of Mississippi Medical Center,2500 North State St.,N-411,Jackson ,MS,39216,(601) 815-8372,32.3308034,-90.171256,Unavailable,Full,Employees Other ,In-Person
Mallory Community Health Center,17280 Hwy. 17 S,None,Lexington ,MS,39095,(662) 834-1857,,,Unavailable,Pending,Public Employees Members ,In-Person
Anderson Health & Fitness Center,2124 14th St.,None,Meridian ,MS,39301,(601) 553-6622,40.0200908,-105.27765330000001,Unavailable,Preliminary,Public ,In-Person
Delta Health Center,702 Martin Luther King Rd.,None,Mound Bayou,MS,38762,(662) 741-8869  Ext: 1869 ,35.9211059,-79.0552319,Unavailable,Pending,Public Employees Members ,In-Person
Singing River Healthplex,3101 Denny Ave.,Suite 100,Pascagoula ,MS,39581,(228) 769-3430  Ext: 1 ,30.377026,-88.5301695,Unavailable,Pending,Public ,In-Person
Claiborne County Family Health Center,2045 Hwy. 61 North,None,Port Gibson,MS,39150-3101,(601) 437-3050  Ext: 22 ,38.1692815,-90.3844183,http://claibornecountyfamilyhc.com/diabetes-prevention-program/,Preliminary,Public ,In-Person
Quinn Healthcare PLLC,768 N Avery Blvd.,None,Ridgeland ,MS,39157,(769) 666-9021,32.4043539,-90.1151934,Unavailable,Pending,Public ,In-Person
Shaw Family Medical,112 W Peeler Ave.,None,Shaw ,MS,38773,(662) 754-3301,33.60253370000001,-90.7733201,Unavailable,Pending,Public ,In-Person
NMHS Tupelo Wellness Center,1030 S. Madison,None,Tupelo ,MS,38801,(662) 377-5787,39.69784,-104.94625479999999,Unavailable,Pending,Public Employees Members ,In-Person
Billings Clinic,1045 North 30th,None,Billings ,MT,59101,(406) 238-2205,45.790614500000004,-108.51708629999999,Unavailable,Full,Public ,In-Person
Billings Urban Indian Health and Wellness Center,1230 N. 30th St.,None,Billings ,MT,59101,(406) 534-4558,39.9757046,-75.18500590000001,Unavailable,Pending,Other ,In-Person
St. Vincent's Healthcare DPP,402 N 32nd St.,None,Billings ,MT,59101,(406) 237-8599,45.7826169,-108.51405849999999,Unavailable,Full,Public ,In-Person
Rocky Boy Diabetes Prevention Program,96 Clinic Rd.,RR1 Box 664,Box Elder,MT,59521,(406) 395-4486  Ext: 1675 ,,,Unavailable,Preliminary,Public ,In-Person
Bozeman Health Nutrition and Diabetes Center,925 Highland Blvd. Ste 2180,None,Bozeman ,MT,59715,(406) 414-5331,,,Unavailable,Full,Public ,In-Person
Bozeman Health Nutrition and Diabetes Center,935 Highland Blvd. Ste 2180,None,Bozeman ,MT,59715,(406) 414-5331,45.669828,-111.0199554,Unavailable,Pending,Public ,Distance Learning
Southern Peigan Health Center,503 Popimi St.,None,Browning ,MT,59417-1289,(406) 338-7912,48.5606974,-113.01372169999999,Unavailable,Preliminary,Public ,In-Person
St James Healthcare,400 S. Clark St.,None,Butte ,MT,59701,(406) 723-2960,46.0084722,-112.5455521,Unavailable,Full,Public ,In-Person
Teton County Health Department,905 4th St. NW,None,Choteau ,MT,59422,(406) 466-2562,42.733776299999995,-92.47608290000001,http://tetoncomt.org/health-department/,Full,Public ,In-Person
Stillwater Billings Clinic,710 N 11th St.,None,Columbus ,MT,59044,(406) 322-1012,30.087962100000006,-94.1296183,Unavailable,Pending,Public Employees Members ,In-Person
Glendive Medical Center,202 Prospect Dr.,None,Glendive ,MT,59330,(406) 345-3309,47.117664000000005,-104.703999,http://www.gmc.org,Pending,Public Employees ,In-Person
Benefis Health Systems,1101 26th St. South,None,Great Falls,MT,59405,(406) 455-5516,33.5042484,-86.7878581,Unavailable,Full,Public ,In-Person
Northern Montana Hospital,30 13th St.,None,Havre ,MT,59501,(406) 265-2211,33.8625839,-118.40138859999999,Unavailable,Pending,Public ,In-Person
St. Peter's Health,2475 Broadway,None,Helena ,MT,59601,(406) 444-2386,40.79214959999999,-73.9741415,http://www.stpetes.org,Full,Public ,In-Person
Kalispell Regional Healthcare,310 Sunnyview Ln.,None,Kalispell ,MT,59901,(406) 751-5454,48.2147675,-114.3236774,http://www.kalispellregional.org,Full,Public ,In-Person
Central Montana Medical Center,408 Wendell Ave.,None,Lewistown ,MT,59457,(406) 535-7711,47.06035429999999,-109.44200819999999,http://www.cmmccares.org,Preliminary,Public ,In-Person
Cabinet Peaks Medical Center,200 Health Park Dr.,None,Libby ,MT,59923,(406) 283-7318,35.686513,-78.57658149999999,Unavailable,Preliminary,Public ,In-Person
Livingston HealthCare,320 Alpenglow Ln.,None,Livingston ,MT,59047,(406) 823-6665,45.6751954,-110.5268412,http://www.livingstonhealthcare.org/,Full,Public ,In-Person
Holy Rosary Healthcare,2600 Wilson Street,None,Miles City,MT,59301,(406) 233-4067,42.921852,-85.7679223,http://www.holyrosaryhealthcare.org,Full,Public ,In-Person
Providence Montana Endocrinology,900 N Orange St.,Missoula Medical Plz. Bldg,Misosula ,MT,59802,(406) 329-5781,46.878494599999996,-113.99245390000002,http://montana.providence.org/events/st-patrick-hospital/diabetes-care-center/diabetes-prevention-pr,Full,Public ,In-Person
Missoula City-County Health  Department,301 West Alder St.,None,Missoula ,MT,59802-4123,(406) 258-4935,46.87576050000001,-113.9956304,Unavailable,Full,Public ,In-Person
Providence Saint Joseph Medical Center,6 Thirteenth Ave. East,None,Polson ,MT,59860,(406) 883-8454,47.682219700000005,-114.16244669999999,Unavailable,Pending,Public Employees Other ,In-Person
Beartooth Billings Clinic,2525 Broadway Ave.,None,Red Lodge,MT,59068,(406) 446-0664,41.4885711,-81.6708026,Unavailable,Full,Public Employees ,In-Person
Confederated Salish & Kootenai Tribes-Tribal Health,3540 Mission Dr.,None,Saint Ignatius,MT,59865,(406) 745-3525  Ext: 5150 ,39.8187611,-86.27267669999998,Unavailable,Pending,Other ,In-Person
North Valley Hospital,1600 Hospital Way,None,Whitefish ,MT,59937,(406) 863-3519,32.83481510000001,-97.1244491,Unavailable,Pending,Public Employees ,In-Person
Hertford Health Maintenance Alliance (HHMA),120 Health Center Dr.,None,Ahoskie ,NC,27910,(252) 209-3366,36.297574299999994,-76.99225249999998,Unavailable,Preliminary,Public ,In-Person
ALLCARE PHARMACY SERVICES,9641 BITTER MELON Dr.,None,Angier ,NC,27501-5917,(919) 639-6030  Ext: 9196396030 ,35.5396899,-78.7483838,Unavailable,Pending,Public Other ,In-Person
Hodges Family Practice,610 N. Fayetteville St.,Suite 202,Asheboro ,NC,27203,(336) 626-6696  Ext: 5 ,35.7151188,-79.8109824,Unavailable,Pending,Public ,Combination
Prevo Drug,363 Sunset Ave.,None,Asheboro ,NC,27203,(336) 625-4311,42.096899,-87.718474,Unavailable,Preliminary,Public Employees ,In-Person
Randolph County Health Department,2222-B South Fayetteville St.,None,Asheboro ,NC,27205,(336) 318-6173,35.676002200000006,-79.82061039999998,Unavailable,Pending,Public ,In-Person
"Givens LifeMinistries, LLC (Givens Estates, Inc.)",2360 Sweeten Creek Rd.,None,Asheville ,NC,28803,(828) 771-2638,35.507155,-82.51452479999998,Unavailable,Pending,Public ,In-Person
Mission Health System,1 Hospital Dr.,None,Asheville ,NC,28801,(828) 213-4700,38.9386955,-92.3275514,Unavailable,Preliminary,Public ,In-Person
YMCA of Western North Carolina,53 Asheland Ave. Ste. 105,None,Asheville,NC,28801,(828) 559-2404,35.5919758,-82.5569938,http://www.ymcawnc.org,Full,Public ,In-Person
Buncombe County Health & Human Services,40 Coxe Ave.,None,Asheville Nc,NC,28801,(828) 250-5892,35.593061299999995,-82.5546811,Unavailable,Pending,Public ,In-Person
Paul H. Broyhill Wellness Center,232 Boone Hts. Dr.,None,Boone ,NC,28607,(828) 266-1060,36.2006501,-81.65718679999998,Unavailable,Pending,Public Employees Members ,In-Person
Transylvania Public Health,34 E. Morgan St.,None,Brevard ,NC,28712,(828) 884-3115,39.42809159999999,-86.4281266,Unavailable,Full,Public ,In-Person
Transylvania Regional Hospital,260 Hospital Dr.,None,Brevard ,NC,28712,(828) 883-5322,35.2559271,-82.7120587,Unavailable,Preliminary,Public ,In-Person
Alamance County Health Department,319 N. Graham Hopedale Rd.,Suite B,Burlington ,NC,27217,(336) 570-6414,36.1004032,-79.40537059999998,Unavailable,Full,Public Employees ,In-Person
Cone Health,1225 Huffman Mill Rd.,None,Burlington ,NC,27215,(336) 586-3596,36.064378999999995,-79.5026386,Unavailable,Full,Public Employees ,In-Person
Atrium Health,1228 E. Morehead St.,None,Charlotte ,NC,28204,(704) 446-3138,35.2088005,-80.8405035,Unavailable,Full,Public ,In-Person
YMCA of Greater Charlotte,"500 East Morehead St., Suite 300",None,Charlotte ,NC,28202,(704) 716-6200,35.2171196,-80.8480282,http://www.ymcacharlotte.org,Preliminary,Public ,In-Person
Eastern Band of Cherokee Indians,810 Acquoni Rd.,None,Cherokee ,NC,28719,(828) 359-6785,35.487266,-83.3132,Unavailable,Preliminary,Public ,In-Person
Haywood County Health and Human Services Agency,"157 Paragon Pkwy., Suite 800",None,Clyde ,NC,28721,(828) 356-2272,35.526146999999995,-82.95655099999998,http://www.healthyhaywood.com,Full,Public ,In-Person
St. Luke's Hospital,101 Hospital Dr.,None,Columbus ,NC,28722-6418,(828) 894-0824,35.239697,-82.21271,Unavailable,Preliminary,Public ,In-Person
Moose Pharmacy,270 Copperfield Blvd.,None,Concord ,NC,28025,(704) 784-9613,35.4457661,-80.59917740000002,Unavailable,Pending,Public ,In-Person
BeMeta Health,210 Landreth Ct.,None,Durham ,NC,27713,(301) 648-4202,35.896004,-78.9245548,Unavailable,Pending,Public ,Distance Learning
Durham County Department of Public Health,414 E Main St.,None,Durham ,NC,27701,(919) 560-7837,35.9918143,-78.8963752,Unavailable,Full,Public Employees ,In-Person
"Community Health Interventions and Sickle Cell Agency, Inc.",2409 Murchison Rd.,None,Fayetteville ,NC,28301,(910) 488-6118,35.0878113,-78.90880039999998,http://www.communityhealthinterventions.org/diabetes-prevention/,Preliminary,Public ,In-Person
YMCA of the Sandhills,2717 Fort Bragg Rd.,None,Fayetteville ,NC,28303,(910) 426-9622,35.069538,-78.923686,Unavailable,Pending,Public Employees Members ,In-Person
Macon County Diabetes Prevention Program,1830 Lakeside Dr.,None,Franklin ,NC,28734,(828) 349-2455,40.404323,-104.710053,Unavailable,Full,Public Employees ,In-Person
Fired Up Coaching and Wellness,100 S. Fitness Dr.,None,Fuquay Varina,NC,27526,(919) 567-3400,34.0746554,-118.3891531,Unavailable,Full,Public ,In-Person
CaroMont Health,640 Summit Crossing Pl.,Suite 205,Gastonia ,NC,28054,(704) 671-7850,35.2737301,-81.1438233,Unavailable,Preliminary,Public ,In-Person
Goldsboro Family YMCA,1105 Pkwy. Dr.,None,Goldsboro ,NC,27532,(919) 778-8557,35.386334000000005,-77.938917,http://www.goldsboroymca.org/,Preliminary,Public ,In-Person
Wayne County Health Department,301 N Herman St.,Box CC,Goldsboro ,NC,27530,(919) 731-1000  Ext: 1235 ,35.3826313,-77.9833671,Unavailable,Pending,Other ,In-Person
Guilford County DHHS – Public Health Division,1203 Maple St.,None,Greensboro ,NC,27405,(336) 641-4102,36.0915624,-79.7775922,Unavailable,Full,Public Employees ,In-Person
YMCA of Greensboro,501 W. Market St.,None,Greensboro ,NC,27401,(336) 478-9622  Ext: 240 ,41.09299439999999,-81.5331329,https://www.ymcagreensboro.org/programs/specialty-programs/diabetes-prevention-program,Pending,Public ,Combination
ECUP BSOM Department of Family Medicine,101 Heart Dr.,None,Greenville ,NC,27834,(252) 744-4611,35.6111056,-77.4086614,http://www.ecu.edu/cs-dhs/fammed/,Preliminary,Other ,In-Person
Pitt County Health Department,201 Government Cir.,None,Greenville ,NC,27834,(252) 902-2361,35.6371834,-77.36357720000002,http://www.pittcountync.gov/depts/health/,Full,Public ,In-Person
Vidant Wellness,2610 Stantonsburg Road,None,Greenville ,NC,27834,(252) 847-1436,35.6075542,-77.4180204,https://www.vidanthealth.com/Services-Treatments/Conditions/Diabetes#,Full,Public Employees ,In-Person
Halifax County Public Health System,19 N. Dobbs St.,None,Halifax ,NC,27839,(252) 583-5021,,,Unavailable,Preliminary,Employees ,In-Person
Clay County Health Department,345 Courthouse Dr,None,Hayesville,NC,28904,(828) 389-8052,35.0423327,-83.83023790000001,http://www.clayhdnc.us/,Full,Public ,In-Person
Granville Vance Public Health,115 Charles Rollins Rd.,None,Henderson ,NC,27536,(252) 492-7915,36.3295473,-78.4498558,http://www.gvph.org,Full,Public ,In-Person
Catawba Valley Medical Center,"810 Fairgrove Church Rd., SE",None,Hickory ,NC,28602,(828) 326-2272,35.7138325,-81.26728399999998,Unavailable,Full,Public Employees ,In-Person
YMCA of Catawba Valley,701 1st St. NW,None,Hickory ,NC,28601,(828) 324-2858,35.742192100000004,-81.33952559999999,http://www.diabetes.ymcacv.org,Full,Public ,In-Person
Orange County Health Department,300 West Tryon St.,None,Hillsborough ,NC,27278,(919) 245-2400,36.0774525,-79.1052785,Unavailable,Full,Public Employees ,In-Person
Onslow County Health Department,612 College St.,None,Jacksonville ,NC,28540,(910) 347-2154  Ext: 3943 ,34.7479643,-77.42505940000001,Unavailable,Full,Public ,In-Person
Renewed Mind and Body,401 Oldtowne St.,None,Jacksonville ,NC,28546,(252) 626-3634,34.8193159,-77.4022596,Unavailable,Pending,Public Other ,Distance Learning
Cabarrus Health Alliance,300 Mooresville Rd.,None,Kannapolis ,NC,28081,(704) 920-1341,35.49931960000001,-80.6310439,http://www.cabarrushealth.org/,Full,Public ,Combination
Lenoir County Health Department,201 N McLewean St.,None,Kinston ,NC,28502,(252) 526-4200  Ext: 4314 ,35.261888,-77.5790463,Unavailable,Pending,Public ,In-Person
Knightdale Pharmacy,6602 knightdale Blvd.,Suite 120,Knightdale ,NC,27545,(919) 295-1112,35.7958214,-78.5077795,Unavailable,Pending,Public Employees ,In-Person
Williams YMCA of Avery County,436 Hospital Dr.,suite 145,Linville ,NC,28646,(828) 737-5500  Ext: 319 ,36.0607305,-81.88949629999998,http://ymcaavery.org/facilities-and-programs/rehabilitation-fitness/diabetes-prevention-program/,Pending,Public Employees Members ,In-Person
Franklin County Health Department,107 Industrial Dr.,Suite C,Louisburg ,NC,27549,(919) 496-2533,30.7477315,-81.56332669999998,http://www.franklincohealth.org,Preliminary,Public ,In-Person
Dare County Department of Health and Human Services,109 Exeter St.,None,Manteo ,NC,27954,(252) 475-5081,35.9036406,-75.67451969999998,http://www.darenc.com/health/,Preliminary,Public ,In-Person
Carteret County Health Department,"3820 Bridges St., Suite A",None,Morehead City,NC,28557,(252) 728-8550,34.7261543,-76.7609786,Unavailable,Pending,Public Employees Other ,In-Person
Craven County Health Department & Community Health Center,2818 Neuse Blvd.,None,New  Bern,NC,28561,(252) 636-4920  Ext: 2073 ,35.1234183,-77.08207840000001,http://www.cravencountync.gov/departments/hth/hthmain.cfm,Full,Public Other ,In-Person
Eastern Carolina Young Men's Christian Association,100 YMCA Ln.,None,New Bern,NC,28560,(252) 638-8799,27.4703136,-81.48127559999998,Unavailable,Pending,Public Employees Members ,In-Person
Realo Discount Drugs,1301 COMMERCE Dr.,Address line 2,New Bern,NC,28562,(252) 514-6173,33.0179561,-96.7711276,Unavailable,Pending,Public Employees ,In-Person
FirstHealth of the Carolinas,"5 Aviemore Dr., Community Health Services",None,Pinehurst ,NC,27376,(910) 715-6266,35.2060329,-79.45236740000001,Unavailable,Full,Public ,In-Person
MTW District Health Department,198 NC Hwy. 45 North,None,Plymouth ,NC,27962,(252) 791-3111,35.8746815,-76.69319870000001,Unavailable,Pending,Public Employees ,In-Person
Betr Health,555 Fayetteville St.,3rd Floor,Raleigh ,NC,27601,(877) 677-8767,35.773325899999996,-78.63906329999998,Unavailable,Full,Public Employees Members ,In-Person
Betr Health,555 Fayetteville St. Suite 300,None,Raleigh ,NC,27615,(877) 677-8767,35.773325899999996,-78.63906329999998,Unavailable,Full,Public ,Distance Learning
NC State University,512 Brickhaven Dr.,None,Raleigh ,NC,27606,(919) 515-9142,35.7944012,-78.69658319999998,http://www.esmmpreventdiabetes.com,Full,Employees Other ,In-Person
NC State University,512 Brickhaven Dr.,None,Raleigh ,NC,27606,(919) 707-5225,35.7944012,-78.69658319999998,http://www.esmmpreventdiabetes.com,Full,Public ,Distance Learning
Wake County Human Services,10 Sunnybrook Rd.,None,Raleigh ,NC,27610,(919) 210-2503,35.786392799999994,-78.5865776,Unavailable,Full,Public ,In-Person
YMCA of the Triangle,801 Corporate Center Dr.. Ste. 200,None,Raleigh ,NC,27607,(919) 582-9396,35.792988799999996,-78.74103790000001,http://www.ymcatriangle.org,Full,Public ,In-Person
Person County Health Department,355 South Madison Blvd.,None,Roxboro ,NC,27573-5485,(336) 597-2204  Ext: 2277 ,36.3911691,-78.9905052,Unavailable,Full,Public ,In-Person
YMCA of Rowan County,215 Guffy St.,None,Salisbury ,NC,28147,(704) 216-9622,35.645408200000006,-80.50883540000001,Unavailable,Full,Public ,In-Person
Chatham County Public Health Department,1000 S. 10th Ave.,None,Siler City,NC,27344,(919) 742-5641  Ext: 8266 ,,,http://www.dontbe1in3.com/chatham-blog.html,Preliminary,Public ,In-Person
Greene County Department of Public Health,"227 Kingold Blvd., Suite B",None,Snow Hill,NC,28580,(252) 747-8183,35.4527282,-77.68312829999998,http://ww.greenecountync.gov,Preliminary,Public ,In-Person
Jackson County Department of Public Health,538 Scotts Creek Road Suite 100,None,Sylva,NC,28779,(828) 586-8994,35.832401000000004,-80.9487147,http://health.jacksonnc.org/,Full,Public ,In-Person
Jones County Health Department,418 NC Hwy. 58 North,Unit C,Trenton ,NC,28585,(252) 448-9111,35.068178499999995,-77.362994,http://www.jonescountyhealth.com,Preliminary,Public ,In-Person
Beaufort County Health Department,1436 Highland Dr.,None,Washington ,NC,27889,(252) 946-1902,29.8982696,-97.9504115,http://www.bchd.net,Preliminary,Public Employees ,In-Person
The Balm In Gilead - SDFI North Carolina,1525 Craine Rd.,None,Waxhaw ,NC,28173,(804) 644-2256,39.140241100000004,-123.1741145,Unavailable,Preliminary,Public ,In-Person
Rockingham County Division of Public Health,"371 NC Hwy. 65, Suite 204",None,Wentworth ,NC,27288,(336) 342-8149,36.3914828,-79.7508965,Unavailable,Preliminary,Public ,In-Person
Wilkes Health,306 College St.,None,Wilkesboro ,NC,28697,(336) 651-7450,32.5518704,-83.89117519999998,Unavailable,Pending,Public ,In-Person
YMCA of Southeastern North Carolina,2610 Market St.,None,Wilmington ,NC,28403,(910) 251-9622,37.7619598,-122.43778540000001,https://www.ymcasenc.org/programs/diabetes-prevention-program/,Full,Public ,In-Person
Wilson Family YMCA,3436 Airport Blvd.,None,Wilson ,NC,27896,(252) 291-9622,35.76357,-77.94899140000001,https://www.wilsonymca.org/programs/diabetes-prevention-program,Preliminary,Public ,In-Person
Wilson Value Drug Store,404 Nash St. E.,None,Wilson ,NC,27893,(252) 293-4177,35.9484137,-78.10759759999998,Unavailable,Full,Public ,In-Person
Wake Forest Baptist Health Diabetes and Endocrinology Center,4610 Country Club Dr.,None,Winston Salem,NC,27104,(336) 716-8244,36.0790401,-80.33286559999998,Unavailable,Full,Public ,In-Person
YMCA of Northwest North Carolina,"301 N Main Street, Suite 1900",None,Winston Salem,NC,27101,(336) 712-2000,36.0981564,-80.2435888,Unavailable,Full,Public ,In-Person
Forsyth County Health Department,799 Highland Ave.,None,Winston-salem ,NC,27101,(336) 703-3260,36.1038102,-80.23265500000001,http://www.forsyth.cc/publichealth,Preliminary,Public ,In-Person
Southside Discount Pharmacy,3085 Waughtown St.,None,Winston-salem ,NC,27107-1634,(336) 830-8774,36.078007,-80.1781929,Unavailable,Full,Public ,In-Person
Caswell County Health Department,189 County Park Rd.,None,Yanceyville ,NC,27379,(336) 694-4129  Ext: 143 ,36.406709,-79.33493299999998,Unavailable,Preliminary,Public ,In-Person
Coal Country Community Health Center,1312   Hwy. 49 N,None,Beulah ,ND,58523,(701) 873-7788  Ext: 109 ,34.5547315,-90.6841878,Unavailable,Full,Public ,In-Person
North Dakota SACCHO,1661 Capitol Way,None,Bismarck ,ND,58501,(701) 328-2698,46.829283399999994,-100.7655064,Unavailable,Pending,Public ,Combination
Pembina County Memorial Hospital,301 Mountain St. EaSt.,None,Cavalier ,ND,58220,(701) 265-6115,48.7925848,-97.6187283,Unavailable,Pending,Public Employees ,In-Person
Lake Region Prevent T2,1030 7th St. NE,None,Devils Lake,ND,58301,(701) 662-2131,35.744417,-81.320408,Unavailable,Pending,Public ,In-Person
